,loss,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id,experiment_tag,config/x,logdir
0,-0.749080237694725,0.00017499923706054688,True,,,1,714e73dcc21d431394625982e5bd80d6,2020-05-22_17-17-20,1590160640,0.00017499923706054688,23502,MBP-di-Luca.station,192.168.1.3,0.00017499923706054688,0,1,54264cbc,1_x=7.4908,7.49080237694725,/Users/lucacappelletti/github/distributed_bayesian_optimization/bo_test/bo_test/loss_1_x=7.4908_2020-05-22_17-17-19ajfxudb8
1,-1.9014286128198317,0.0001881122589111328,False,,,1,87f58e81c3a44262b52a53ad0e433941,2020-05-22_17-17-20,1590160640,0.0001881122589111328,23505,MBP-di-Luca.station,192.168.1.3,0.0001881122589111328,0,1,542683b2,2_x=19.014,19.01428612819832,/Users/lucacappelletti/github/distributed_bayesian_optimization/bo_test/bo_test/loss_2_x=19.014_2020-05-22_17-17-19sh8t0hvt
2,-1.4639878836228102,0.00018310546875,True,,,1,9854b428a6ee4a64a33c966a1cb7c992,2020-05-22_17-17-20,1590160640,0.00018310546875,23488,MBP-di-Luca.station,192.168.1.3,0.00018310546875,0,1,5426c7a0,3_x=14.64,14.639878836228101,/Users/lucacappelletti/github/distributed_bayesian_optimization/bo_test/bo_test/loss_3_x=14.64_2020-05-22_17-17-19sstrrti_
3,-1.1973169683940732,0.0001857280731201172,True,,,1,dda23178efe54e08a834c2cedde12275,2020-05-22_17-17-20,1590160640,0.0001857280731201172,23493,MBP-di-Luca.station,192.168.1.3,0.0001857280731201172,0,1,542706de,4_x=11.973,11.973169683940732,/Users/lucacappelletti/github/distributed_bayesian_optimization/bo_test/bo_test/loss_4_x=11.973_2020-05-22_17-17-19_3hqxkge
4,-0.31203728088487304,0.00022602081298828125,True,,,1,7eb9311f8a1d461082702d2ee2c72629,2020-05-22_17-17-20,1590160640,0.00022602081298828125,23503,MBP-di-Luca.station,192.168.1.3,0.00022602081298828125,0,1,5427469e,5_x=3.1204,3.1203728088487304,/Users/lucacappelletti/github/distributed_bayesian_optimization/bo_test/bo_test/loss_5_x=3.1204_2020-05-22_17-17-193fwwdpmf
5,-0.3119890406724053,0.00020694732666015625,True,,,1,2983d01512624994a9203ea75d60cf78,2020-05-22_17-17-20,1590160640,0.00020694732666015625,23490,MBP-di-Luca.station,192.168.1.3,0.00020694732666015625,0,1,54278258,6_x=3.1199,3.119890406724053,/Users/lucacappelletti/github/distributed_bayesian_optimization/bo_test/bo_test/loss_6_x=3.1199_2020-05-22_17-17-197ie5visx
6,-0.11616722433639892,0.00023174285888671875,True,,,1,b8037613c7324ffdab36f24bd2687f9a,2020-05-22_17-17-20,1590160640,0.00023174285888671875,23491,MBP-di-Luca.station,192.168.1.3,0.00023174285888671875,0,1,5427b48a,7_x=1.1617,1.1616722433639892,/Users/lucacappelletti/github/distributed_bayesian_optimization/bo_test/bo_test/loss_7_x=1.1617_2020-05-22_17-17-193j9fpphu
7,-1.7323522915498704,0.0002498626708984375,False,,,1,15dffa8c73bf4c0c84324e4f3a4c4d66,2020-05-22_17-17-20,1590160640,0.0002498626708984375,23496,MBP-di-Luca.station,192.168.1.3,0.0002498626708984375,0,1,5427e77a,8_x=17.324,17.323522915498703,/Users/lucacappelletti/github/distributed_bayesian_optimization/bo_test/bo_test/loss_8_x=17.324_2020-05-22_17-17-19l0b_7k84
8,-1.2022300234864176,0.00028324127197265625,True,,,1,2f3d2206589849729ac41d7e2ee5633f,2020-05-22_17-17-20,1590160640,0.00028324127197265625,23487,MBP-di-Luca.station,192.168.1.3,0.00028324127197265625,0,1,542832fc,9_x=12.022,12.022300234864176,/Users/lucacappelletti/github/distributed_bayesian_optimization/bo_test/bo_test/loss_9_x=12.022_2020-05-22_17-17-19vlzalzu7
9,-1.4161451555920908,0.00030803680419921875,True,,,1,b6f1e0e7e29e45249eff46452f399b5f,2020-05-22_17-17-20,1590160640,0.00030803680419921875,23504,MBP-di-Luca.station,192.168.1.3,0.00030803680419921875,0,1,542868da,10_x=14.161,14.161451555920909,/Users/lucacappelletti/github/distributed_bayesian_optimization/bo_test/bo_test/loss_10_x=14.161_2020-05-22_17-17-1962n_n23g
10,-2.0,0.00016617774963378906,False,,,1,7edcc76468d54772a105554790b701ef,2020-05-22_17-17-27,1590160647,0.00016617774963378906,23492,MBP-di-Luca.station,192.168.1.3,0.00016617774963378906,0,1,54e35550,11_x=20.0,20.0,/Users/lucacappelletti/github/distributed_bayesian_optimization/bo_test/bo_test/loss_11_x=20.0_2020-05-22_17-17-26p8u26bb8
11,-2.0,0.0001800060272216797,False,,,1,1cbb9fd763ac4c419a105818a2674085,2020-05-22_17-17-29,1590160649,0.0001800060272216797,23531,MBP-di-Luca.station,192.168.1.3,0.0001800060272216797,0,1,5518805e,12_x=20.0,20.0,/Users/lucacappelletti/github/distributed_bayesian_optimization/bo_test/bo_test/loss_12_x=20.0_2020-05-22_17-17-26a5w158i8
12,-1.9999999998456195,0.00016808509826660156,False,,,1,e5f3044aa1ce4c1483997c0e585b048e,2020-05-22_17-17-29,1590160649,0.00016808509826660156,23532,MBP-di-Luca.station,192.168.1.3,0.00016808509826660156,0,1,552bc704,13_x=20.0,19.999999998456193,/Users/lucacappelletti/github/distributed_bayesian_optimization/bo_test/bo_test/loss_13_x=20.0_2020-05-22_17-17-26cchbwpvn
13,-1.9999999999991047,0.0002660751342773437,False,,,1,6c04d7bb223540e2b3806185690c3b2d,2020-05-22_17-17-29,1590160649,0.0002660751342773437,23533,MBP-di-Luca.station,192.168.1.3,0.0002660751342773437,0,1,5544d1e0,14_x=20.0,19.99999999999105,/Users/lucacappelletti/github/distributed_bayesian_optimization/bo_test/bo_test/loss_14_x=20.0_2020-05-22_17-17-2673vbcvkm
14,-2.0,0.0001928806304931641,False,,,1,5e8304f2c86c44f689073c281c8b5b64,2020-05-22_17-17-29,1590160649,0.0001928806304931641,23534,MBP-di-Luca.station,192.168.1.3,0.0001928806304931641,0,1,555d64b2,15_x=20.0,20.0,/Users/lucacappelletti/github/distributed_bayesian_optimization/bo_test/bo_test/loss_15_x=20.0_2020-05-22_17-17-26sn2byghh
15,-2.0,0.0002079010009765625,False,,,1,472979cabbcc46118884dea65bf40dbf,2020-05-22_17-17-29,1590160649,0.0002079010009765625,23535,MBP-di-Luca.station,192.168.1.3,0.0002079010009765625,0,1,556e46c4,16_x=20.0,20.0,/Users/lucacappelletti/github/distributed_bayesian_optimization/bo_test/bo_test/loss_16_x=20.0_2020-05-22_17-17-26awol1eeg
16,-1.9999999990438937,0.0001857280731201172,False,,,1,fd86a1bb575b44189565e93f0d335cc0,2020-05-22_17-17-29,1590160649,0.0001857280731201172,23538,MBP-di-Luca.station,192.168.1.3,0.0001857280731201172,0,1,557fc52a,17_x=20.0,19.999999990438937,/Users/lucacappelletti/github/distributed_bayesian_optimization/bo_test/bo_test/loss_17_x=20.0_2020-05-22_17-17-260acqxg_h
